ID,Name,Sex,Race,Node_Role,Network,Label,Label2
318,Diego de Mendoza,m,Non-Af,F,642,,
319,Diego de Saavedra,m,creole,S,1,,
320,Diego de Santa Ana,m,creole,S,1,,
321,Diego de Solis,m,creole,S,1,,
322,Diego de Torres,m,WCA,S,1,,
323,Diego de Uceta,m,creole,S,1,,
324,Diego del Osso y Santa Cruz,m,WCA,S,1,,
325,Diego Gaspar,m,creole,S,1,,
326,Diego Gutierrez,m,Non-Af,F,1,,
327,Diego Hernandez,m,WA,S,642,,
328,Diego Hernandez,m,WCA,S,1,,
329,Diego Joachin,m,creole,S,1,,
330,Diego Lopez,m,Non-Af,F,1,,
331,Diego Manuel,m,WCA,S,1,,
332,Diego Marin,m,creole,S,2_to_9,,
333,Diego Moreno,m,WCA,S,2_to_9,,
334,Diego Perez,m,creole,S,1,,
335,Diego Rios,m,creole,F,1,,
336,Dominga,f,WCA,S,1,,
337,Dominga,f,WA,S,1,,
338,Dominga,f,WCA,S,2_to_9,,
339,Dominga,f,creole,F,642,,
340,Dominga de San Nicolas,f,WCA,S,1,,
341,Domingo,m,WCA,S,642,,
342,Domingo,m,WCA,S,642,,Domingo (Almonci)
343,Domingo,m,WCA,S,2_to_9,,
344,Domingo,m,WCA,S,1,,
345,Domingo,m,WCA,S,2_to_9,,
346,Domingo,m,WCA,S,2_to_9,,
347,Domingo,m,WCA,S,642,,Domingo (Cisneros)
348,Domingo,m,WCA,S,2_to_9,,
349,Domingo,m,WCA,S,2_to_9,,
350,Domingo,m,WA,S,642,,
351,Domingo,m,WCA,S,642,,
352,Domingo,m,WCA,S,1,,
353,Domingo,m,WCA,S,642,,
354,Domingo,m,WA,S,2_to_9,,
355,Domingo,m,WCA,S,1,,
356,Domingo,m,WCA,S,1,,
357,Domingo,m,WCA,S,642,,
358,Domingo,m,WCA,S,120,,
359,Domingo,m,WCA,S,1,,
360,Domingo,m,WA,S,1,,
361,Domingo de la Cruz,m,WCA,S,2_to_9,,
362,Domingo,m,WCA,S,642,,
363,Domingo,m,WA,S,2_to_9,,
364,Domingo,m,WCA,S,642,,
365,Domingo,m,WCA,S,120,,
366,Domingo,m,unkBlack,S,1,,
367,Domingo,m,WCA,S,120,,
368,Domingo,m,WCA,S,1,,
369,Domingo,m,WCA,S,642,,
370,Domingo,m,WCA,S,642,,
371,Domingo de la Cruz,m,WCA,S,120,Domingo de la Cruz (Torrijos),Domingo de la Cruz (Torrijos)
372,Domingo,m,WCA,S,642,,
373,Domingo,m,WCA,S,120,,
374,Domingo,m,WA,S,2_to_9,,
375,Domingo,m,WCA,S,1,,
376,Domingo,m,WCA,S,2_to_9,,
377,Domingo Antonio,m,creole,F,1,,
378,Domingo de la Cruz,m,unkBlack,S,1,,
379,Domingo de la Cruz,m,WCA,S,642,,
381,Domingo de la Cruz,m,WCA,S,1,,
382,Domingo de la Cruz,m,WCA,S,642,,
383,Domingo de la Cruz,m,WCA,S,1,,
385,Domingo de la Cruz,m,WCA,S,1,,
386,Domingo de Santiago,m,WCA,S,642,Domingo de Santiago (Franco),Domingo de Santiago (Franco)
387,Domingo Hernandez,m,Non-Af,F,1,,
388,Domingo Juarez,m,creole,S,1,,
389,Domingo Juarez,m,WCA,S,1,,
390,Domingo Moreno,m,WCA,S,642,,
391,Dorotea,f,WCA,S,642,,
392,Dorotea,f,WCA,S,642,,
393,Dorotea Malavez,f,WCA,S,2_to_9,,
394,Elena,f,unkBlack,S,120,,
395,Elena de la Cruz,f,creole,S,1,,
396,Elena de la Cruz,f,creole,S,2_to_9,,
397,Elena de la Cruz,f,Non-Af,F,1,,
398,Elvira,f,Non-Af,F,1,,
399,Esperanza,f,Unk,S,1,,
400,Esperanza,f,WCA,S,642,,
401,Esperanza,f,WCA,S,642,,
402,Esperanza,f,WCA,S,1,,
403,Esperanza,f,WCA,S,642,,Esperanza (Garcia)
404,Esperanza,f,WCA,S,642,,
405,Esperanza,f,WCA,S,642,,
406,Esperanza,f,WCA,S,1,,
407,Esperanza,f,WCA,S,1,,
408,Esperanza,f,WCA,S,1,,
409,Esperanza,f,WCA,S,120,,
410,Esperanza,f,WCA,S,642,,
411,Esperanza,f,WCA,S,2_to_9,,
412,Esperanza,f,WCA,S,1,,
413,Esperanza,f,WA,F,2_to_9,,
414,Esteban,m,WCA,S,2_to_9,,
415,Esteban Lopez,m,Asian,S,1,,
416,Eugenio,m,creole,S,1,,
417,Fabiana,f,WCA,S,120,,
418,Feliciana,f,WCA,S,642,,
419,Feliciano,m,Asian,S,1,,
420,Felipa,f,WCA,S,1,,
421,Felipa,f,WCA,S,2_to_9,,
422,Felipa,f,WCA,S,2_to_9,,
423,Felipa,f,WA,S,1,,
424,Felipa,f,WCA,S,1,,
425,Felipa,f,WCA,S,642,,
426,Felipa,f,WCA,S,1,,
427,Felipa,f,WCA,S,1,,
428,Felipa,f,WCA,S,642,,
429,Felipa,f,WCA,S,1,,
430,Felipa,f,WCA,S,642,,
431,Felipa,f,unkBlack,S,642,,
432,Felipa,f,WCA,S,2_to_9,,
433,Felipe,m,WCA,S,642,,
434,Felipe,m,unkBlack,S,2_to_9,,
435,Felipe,m,unkBlack,S,1,,
436,Felipe,m,WCA,S,2_to_9,,
437,Felipe,m,WCA,S,2_to_9,,
438,Felipe de la Cruz,m,WCA,S,642,,
439,Felipe,m,WCA,S,2_to_9,,
440,Felipe,m,WA,S,1,,
441,Felipe de la Cruz,m,WCA,S,1,,
443,Felipe de Ribera,m,WA,S,1,,
444,Francisca,f,WCA,S,2_to_9,,
445,Francisca,f,WCA,S,642,,
446,Francisca,f,WCA,S,642,Francisca (Garcia),
447,Francisca,f,WCA,S,1,,
448,Francisca,f,WCA,S,2_to_9,,
449,Francisca,f,WCA,S,1,,
450,Francisca,f,WCA,S,2_to_9,,
451,Francisca,f,WCA,S,642,,
452,Francisca Carrillo,f,creole,F,1,,
453,Francisca de la Concepcion,f,WCA,S,2_to_9,,
454,Francisca de la Cruz,f,WCA,S,642,,
455,Francisca de la Trinidad,f,WCA,S,2_to_9,,
456,Francisca de San Joseph,f,Non-Af,F,1,,
457,Francisca de Santa Teresa,f,Non-Af,F,1,,
458,Francisca de Vellenias,f,creole,F,1,,
459,Francisca Gonzalez de la Bara,f,creole,F,1,,
460,Francisco,m,WCA,S,2_to_9,,
461,Francisco,m,WCA,S,1,,
462,Francisco,m,WCA,S,642,,
463,Francisco,m,WCA,S,1,,
464,Francisco,m,WCA,S,2_to_9,,
465,Francisco,m,WCA,S,1,,
466,Francisco,m,WCA,S,1,,
467,Francisco,m,WCA,S,2_to_9,,
468,Francisco,m,WCA,S,642,,
469,Francisco,m,WCA,S,642,,
470,Francisco,m,WA,S,2_to_9,,
471,Francisco,m,WA,S,1,,
472,Francisco,m,WCA,S,1,,
473,Francisco,m,WCA,S,642,,
474,Francisco,m,WCA,S,1,,
475,Francisco,m,WCA,S,2_to_9,,
476,Francisco,m,WCA,S,2_to_9,,
477,Francisco,m,WCA,S,642,,
478,Francisco,m,WCA,S,642,,
479,Francisco,m,creole,S,1,,
480,Francisco,m,WCA,S,642,,
481,Francisco,m,WCA,S,642,,
482,Francisco,m,WCA,S,2_to_9,,
483,Francisco,m,WA,S,1,,
484,Francisco,m,WCA,S,642,,
485,Francisco,m,WCA,S,642,,
486,Francisco,m,WA,S,1,,
487,Francisco,m,unkBlack,S,1,,
488,Francisco,m,WCA,S,120,,
489,Francisco,m,WCA,S,2_to_9,,
490,Francisco,m,unkBlack,S,1,,
491,Francisco,m,WCA,S,642,,
492,Francisco,m,WCA,S,2_to_9,,
493,Juan (Francisco),m,WCA,S,1,,
494,Francisco,m,WCA,S,1,,
495,Francisco,m,WCA,S,1,,
496,Francisco,m,WCA,S,642,,
497,Francisco,m,WCA,S,2_to_9,,
498,Francisco,m,WCA,S,2_to_9,,
499,Francisco,m,WCA,S,642,,
500,Francisco,m,WA,S,2_to_9,,
501,Francisco,m,WCA,S,642,Francisco (Herrera y Orta),Francisco (Herrera y Orta)
502,Francisco,m,WA,S,1,,
503,Francisco,m,WCA,S,642,Francisco (Concepción),Francisco (Concepción)
504,Francisco,m,WA,S,120,,
505,Francisco,m,WCA,S,1,,
506,Francisco,m,WCA,S,1,,
507,Francisco,m,WCA,S,1,,
508,Francisco,m,WCA,S,642,,
509,Francisco,m,WA,S,1,,
510,Francisco,m,WCA,S,1,,
511,Francisco,m,WCA,S,1,,
512,Francisco,m,WCA,S,2_to_9,,
513,Francisco,m,WCA,S,642,,
514,Francisco,m,creole,S,2_to_9,,
515,Francisco,m,WCA,S,1,,
516,Francisco,m,WCA,S,1,,
517,Francisco,m,WCA,S,1,,
518,Francisco,m,WCA,S,1,,
519,Francisco,m,WCA,S,642,Francisco (Nuñez),Francisco (Nuñez)
520,Francisco,m,WCA,S,642,,
521,Francisco,m,WCA,S,120,,
522,Francisco,m,WA,S,1,,
523,Francisco,m,WCA,S,642,,
524,Francisco,m,WA,S,2_to_9,,
525,Francisco,m,WCA,S,120,,
526,Francisco,m,WCA,S,1,,
527,Francisco,m,WCA,S,1,,
528,Francisco,m,WCA,S,642,,
529,Francisco de la Cruz,m,WCA,S,642,,
530,Francisco,m,WCA,S,1,,
531,Francisco,m,WCA,S,1,,
532,Francisco,m,WCA,S,1,,
533,Francisco,m,WCA,S,642,,
534,Francisco,m,WCA,S,642,,
536,Francisco,m,WCA,S,120,,
538,Francisco,m,WCA,S,2_to_9,,
539,Francisco,m,WCA,S,642,,
540,Francisco,m,WCA,S,642,,
541,Francisco,m,WCA,S,1,,
542,Francisco,m,WCA,S,642,,
543,Francisco,m,WCA,S,2_to_9,,
545,Francisco,m,WCA,S,1,,
546,Francisco,m,WCA,S,120,,
547,Francisco,m,WCA,S,2_to_9,,
548,Francisco,m,WCA,S,2_to_9,,
549,Francisco,m,WA,S,1,,
550,Francisco,m,WA,S,1,,
551,Francisco,m,WCA,S,2_to_9,,
552,Francisco,m,WCA,S,1,,
553,Francisco,m,WCA,S,642,,
554,Francisco,m,WCA,S,1,,
555,Francisco,m,WCA,S,2_to_9,,
556,Francisco,m,WCA,S,1,,
557,Francisco,m,WCA,S,642,,
558,Francisco Antonio,m,WCA,S,1,,
559,Francisco Davila,m,creole,F,2_to_9,,
560,Francisco de Cuyoacann,m,WCA,F,1,,
561,Francisco de la Cruz,m,WCA,S,1,,
562,Francisco de la Cruz,m,WCA,S,2_to_9,,
564,Francisco de la Cruz,m,WCA,S,642,,
565,Francisco de la Cruz,m,WA,S,2_to_9,,
566,Francisco de la Cruz,m,WCA,S,1,,
567,Francisco de la Cruz,m,WCA,S,642,,
568,Francisco de la Cruz,m,WCA,S,642,,
570,Francisco de la Cruz,m,WCA,S,2_to_9,,
571,Francisco de la Cruz,m,WCA,S,1,,
572,Francisco de la Cruz,m,WCA,S,120,,
573,Francisco de la Cruz,m,WCA,F,2_to_9,,
574,Francisco de Meneses,m,WA,S,1,,
575,Francisco de Monroy,m,Non-Af,F,1,,
576,Francisco de Pineda,m,Non-Af,F,2_to_9,,
577,Francisco de Santana,m,WA,F,1,,
578,Francisco de Silva,m,WA,S,2_to_9,,
579,Francisco de Villesillo,m,WA,S,1,,
580,Francisco Hernandez,m,WCA,S,2_to_9,,
581,Francisco Hernandez,m,Non-Af,F,1,,
582,Francisco Leyton,m,WCA,S,2_to_9,,
583,Francisco Perez,m,creole,F,1,,
584,Francisco Rodriguez,m,Non-Af,F,1,,
585,Franciso,m,WA,S,1,,
586,Garcia,m,WA,S,2_to_9,,
587,Garcia,m,WCA,S,642,,
588,Garcia,m,WCA,S,120,,
589,Garcia,m,WCA,S,642,,
590,Garcia,m,WCA,S,1,,
591,Gaspar,m,WCA,S,1,,
592,Gaspar,m,WCA,S,642,,
593,Gaspar,m,WCA,S,1,,
594,Gaspar,m,WA,S,1,,
595,Gaspar,m,WCA,S,1,,
596,Gaspar,m,WCA,S,2_to_9,,
597,Gaspar,m,WCA,S,1,,
598,Gaspar,m,WCA,S,2_to_9,,
599,Gaspar,m,WCA,S,642,,
600,Gaspar,m,WCA,S,642,,
601,Gaspar,m,WCA,S,2_to_9,,
602,Gaspar,m,WCA,F,642,,
603,Gaspar Alfonzo,m,creole,S,1,,
604,Gaspar de la Cruz,m,WCA,S,1,,
605,Gaspar de la Cruz,m,WCA,S,2_to_9,,
606,Gaspar de la Cruz,m,WCA,S,1,,
607,Gaspar de los Reyes,m,WCA,S,642,,
608,Gaspar de los Reyes,m,WCA,S,2_to_9,,
609,Gaspar de Molina,m,WA,S,1,,
610,Gaspar de Prado,m,Non-Af,F,1,,
611,Gaspar Diaz,m,WCA,S,2_to_9,,
612,Gaspar Hernandez,m,unkBlack,F,642,,
613,Gaspar Ramirez,m,Non-Af,F,1,,
614,Geronima Agustina,f,Non-Af,F,1,,
615,Geronimo de la Cruz,m,WCA,S,642,,
616,Geronimo Bravo,m,creole,F,1,,
618,Gertrudis de San Nicolas,f,creole,S,1,,
619,Gonzalo,m,WCA,S,2_to_9,,
620,Gonzalo,m,WCA,S,1,,
621,Gonzalo,m,WCA,S,642,,
622,Gonzalo,m,WCA,S,1,,
623,Gonzalo,m,WCA,S,2_to_9,,
624,Gracia,f,WCA,S,1,,
625,Gracia,f,WCA,S,1,,
626,Gracia,f,WCA,S,642,,
627,Gracia,f,WCA,S,642,,
628,Gracia,f,WCA,S,1,,
629,Gracia,f,WCA,S,642,,
630,Gracia,f,WCA,S,1,,
631,Gracia,f,WCA,S,642,,
632,Gracia,f,WCA,S,1,,
633,Gracia,f,WCA,S,2_to_9,,
634,Gracia,f,WCA,S,120,,
635,Gracia,f,WCA,S,642,,
636,Gracia,f,WCA,S,642,,
637,Gracia,f,WCA,S,642,,
638,Gracia,f,WCA,S,2_to_9,,
639,Gracia,f,WCA,S,2_to_9,,
640,Gracia,f,WCA,S,2_to_9,,
641,Gracia,f,WCA,S,2_to_9,,
642,Gracia,f,WCA,S,2_to_9,,
643,Gracia de la Cruz,f,WCA,F,642,,
644,Gracia Maria,f,WCA,S,642,,
645,Gregoria,f,WCA,S,1,,
646,gregorio,m,WCA,S,642,,
647,Gregorio,m,WCA,S,2_to_9,,
648,Gregorio,m,WCA,S,1,,
649,Gregorio,m,WCA,S,2_to_9,,
650,Gregorio,m,WCA,S,2_to_9,,
651,Gregorio,m,unkBlack,S,2_to_9,,
652,Gregorio de la Cruz,m,WCA,S,642,,
653,Gregorio de la Cruz,m,unkBlack,S,642,,
654,Hernando,m,WCA,S,642,,
655,Hernando,m,WCA,S,2_to_9,,
656,Hypolita de la Cruz,f,WCA,S,1,,
657,Ines,f,WCA,S,1,,
658,Ines,f,WCA,S,2_to_9,,
659,Ines,f,WCA,S,2_to_9,,
660,Ines,f,WA,S,1,,
661,Ines,f,WCA,S,2_to_9,,
662,Ines de la Cruz,f,WCA,S,1,,
663,Isabel,f,WA,S,2_to_9,,
664,Isabel,f,WCA,S,1,,
665,Isabel,f,WCA,S,1,,
666,Isabel,f,WCA,S,2_to_9,,
667,Isabel,f,WCA,S,2_to_9,,
668,Isabel,f,WCA,S,642,,Isabel (Figeroa)
669,Isabel,f,WCA,S,1,,
670,Isabel,f,WCA,S,120,,
671,Isabel,f,WCA,S,1,,
672,Isabel,f,WCA,S,2_to_9,,
673,Isabel,f,WCA,S,1,,
674,Isabel,f,creole,S,1,,
675,Isabel,f,WCA,S,2_to_9,,
676,Isabel,f,WCA,S,120,,
677,Isabel,f,WCA,S,1,,
678,Isabel,f,WCA,S,2_to_9,,
679,Isabel,f,WCA,S,2_to_9,,
680,Isabel,f,WCA,S,642,,
681,Isabel,f,WA,S,1,,
682,Isabel,f,WCA,S,1,,
683,Isabel,f,WCA,S,1,,
684,Isabel,f,WCA,S,1,,
685,Isabel,f,WCA,S,642,,
686,Isabel,f,WCA,S,1,,
687,Isabel,f,WA,S,1,,
688,Isabel,f,WCA,S,1,,
689,Isabel,f,WCA,S,2_to_9,,
690,Isabel,f,WCA,S,1,,
691,Isabel,f,WCA,S,642,,
692,Isabel,f,WCA,S,120,,
693,Isabel,f,WCA,S,642,,
694,Isabel,f,WA,S,2_to_9,,
695,Isabel,f,WCA,S,120,,
696,Isabel,f,WCA,S,642,,
697,Isabel,f,WCA,S,642,,
698,Isabel,f,WCA,S,642,,
699,Isabel,f,WCA,S,120,,
700,Isabel,f,WCA,S,2_to_9,,
701,Isabel,f,creole,F,1,,
702,Isabel Cano,f,WA,F,1,,
703,Isabel de la Cruz,f,WCA,S,2_to_9,,
704,Isabel de la Cruz,f,creole,S,1,,
705,Isabel de la Cruz,f,WCA,S,2_to_9,,
706,Isabel de la Cruz,f,WCA,S,2_to_9,,
707,Isabel de la Cruz,f,WCA,S,1,,
708,Isabel de la Cruz,f,WCA,S,642,,
709,Isabel de Mendoza,f,creole,F,1,,
710,Isabel de Yllescas,f,WCA,S,1,,
711,Isabel Gonzales,f,Unk,S,1,,
712,Isabel Maria,f,WCA,S,2_to_9,,
713,Jacinta,f,WCA,S,1,,
714,Jacinta,f,WCA,S,642,,
715,Jacinta de la Cruz,f,creole,F,2_to_9,,
716,Jacinto,m,WCA,S,2_to_9,,
717,Jacinto,m,WCA,S,642,,
718,Jacinto de Aldana,m,Non-Af,F,1,,
719,Jacinto de Mora,m,WCA,S,2_to_9,,
720,Jacinto de Salazar,m,creole,S,2_to_9,,
721,Jacinto de Torres,m,Asian,S,1,,
722,Jorge,m,WCA,S,120,,
723,Jorge Lopez,m,WCA,S,1,,
724,Joseph,m,WCA,S,642,,
725,Joseph,m,WCA,S,1,,
726,Joseph,m,WCA,S,642,,
727,Joseph de la Cruz,m,creole,S,1,,
728,Joseph de la Cruz,m,WCA,S,1,,
729,Joseph de la Cruz,m,WA,S,2_to_9,,
730,Joseph de Ortega,m,creole,S,1,,
731,Joseph de Tovar,m,creole,S,1,,
732,Josepha de la Cruz,f,Non-Af,F,1,,
733,Juan,m,WCA,S,120,,
734,Juan,m,WCA,S,642,,
735,Juan,m,WCA,S,642,,
736,Juan,m,WCA,S,1,,
737,Juan,m,WCA,S,642,,
738,Juan,m,WCA,S,120,,
739,Juan,m,WCA,S,1,,
740,Juan,m,WA,S,1,,
741,Juan,m,WCA,S,642,,
742,Juan,m,WCA,S,642,,
743,Juan,m,WCA,S,2_to_9,,
744,Juan,m,WCA,S,642,,
745,Juan,m,WCA,S,2_to_9,,
746,Juan,m,WA,S,1,,
747,Juan,m,WCA,S,642,,
748,Juan,m,WA,S,2_to_9,,
749,Juan,m,WCA,S,642,,
750,Juan,m,WCA,S,1,,
751,Juan,m,WCA,S,1,,
752,Juan,m,WCA,S,2_to_9,,
753,Juan,m,unkBlack,S,120,,
755,Juan,m,WCA,S,642,,
756,Juan,m,WCA,S,642,,
757,Juan,m,WCA,S,642,,
758,Juan,m,WCA,S,1,,
759,Juan,m,WCA,S,120,,
760,Juan,m,WCA,S,1,,
761,Juan,m,WCA,S,642,,
762,Juan Chico,m,WCA,S,642,,
763,Juan de la Cruz,m,WCA,S,642,,
764,Juan,m,WCA,S,642,,
765,Juan,m,WCA,S,1,,
766,Juan,m,WCA,S,2_to_9,,
767,Juan,m,WCA,S,1,,
768,Juan,m,WCA,S,642,,Juan (Lopéz)
769,Juan,m,WCA,S,642,,
770,Juan,m,WCA,S,1,,
771,Juan,m,WCA,S,642,,
772,Juan,m,WCA,S,642,,
773,Juan,m,WCA,S,1,,
774,Juan,m,WCA,S,1,,
775,Juan,m,WCA,S,1,,
776,Juan,m,WA,S,1,,
777,Juan,m,WCA,S,642,,
778,Juan Francisco,m,WCA,S,642,Juan Francisco (Paz Cortez),Juan Francisco (Paz Cortez)
779,Juan,m,WCA,S,1,,
780,Juan,m,WCA,S,1,,
781,Juan,m,WCA,S,1,,
782,Juan,m,WCA,S,2_to_9,,
784,Juan,m,WCA,S,1,,
785,Juan,m,WCA,S,1,,
786,Juan,m,WCA,S,1,,
787,Juan,m,WCA,S,2_to_9,,
788,Juan,m,WCA,S,1,,
789,Juan,m,WCA,S,642,,Juan (Solis)
790,Juan,m,WCA,S,1,,
791,Juan,m,unkBlack,S,642,,
792,Juan,m,WCA,S,2_to_9,,
793,Juan,m,WA,S,1,,
794,Juan Agustin Hernandez,m,WCA,S,1,,
795,Juan Baptista,m,WCA,S,642,,
796,Juan Baptista,m,creole,F,1,,
797,Juan baptista de la Cruz,m,WCA,S,1,,
798,Juan Baptista de la Cruz,m,creole,F,1,,
799,Juan Batista de la Cruz,m,creole,F,2_to_9,,
800,Juan bautista,m,WCA,S,1,,
801,Juan bautista,m,creole,S,1,,
802,Juan Bautista,m,WA,S,1,,
803,Juan Bautista,m,Non-Af,F,642,,
804,Juan Caroto,m,creole,S,2_to_9,,
806,Juan Coreno,m,Unk,S,1,,
807,Juan de Alvarado,m,creole,S,1,,
808,Juan de Astudillo Macuelo,m,Non-Af,F,1,,
809,Juan de Carmona,m,creole,F,1,,
810,Juan de Castellanos,m,creole,S,1,,
811,Juan de Causedo,m,WCA,S,2_to_9,,
812,Juan de Cuebas,m,WCA,S,642,,
813,Juan de Escamilla,m,WCA,S,1,,
814,Juan de Estrada,m,creole,F,1,,
815,Juan de Guzman,m,WCA,S,2_to_9,,
816,Juan de la Cruz,m,WCA,S,1,,
817,Juan de la Cruz,m,WCA,S,1,,
818,Juan de la Cruz,m,WCA,S,1,,
819,Juan de la Cruz,m,WCA,S,1,,
820,Juan de la Cruz,m,WCA,S,120,,
821,Juan de la Cruz,m,WA,S,1,,
822,Juan de la Cruz,m,WCA,S,1,,
823,Juan de la Cruz,m,WCA,S,2_to_9,,
824,Juan de la Cruz,m,WCA,S,2_to_9,,
826,Juan de la Cruz,m,WA,S,1,,
827,Juan de la Cruz,m,WCA,S,2_to_9,,
828,Juan de la Cruz,m,WCA,S,2_to_9,,
829,Juan de la Cruz,m,WCA,S,1,,
830,Juan de la Cruz,m,WCA,S,120,,
831,Juan de la Cruz,m,WCA,S,2_to_9,,
832,Juan de la Cruz,m,unkBlack,S,1,,
833,Juan de la Cruz,m,WCA,S,120,,
834,Juan de la Cruz,m,unkBlack,F,642,,
835,Juan de la Vega,m,creole,S,1,,
836,Juan de Lomas,m,WCA,S,1,,
837,Juan de los Santos,m,WCA,S,1,,
838,Juan de Medina,m,creole,S,2_to_9,,
839,Juan de Mendoza,m,WCA,S,642,,
840,Juan de Montano,m,Non-Af,F,1,,
841,Juan de Morales,m,creole,F,1,,
842,Juan de Peru,m,WCA,S,1,,
843,Juan de Rojas,m,Unk,F,2_to_9,,
844,Juan de Soto,m,Non-Af,F,1,,
845,Juan de Torres,m,WCA,S,1,,
846,Juan Domingo,m,WCA,S,1,,
847,Juan Esteban,m,WCA,S,1,,
848,Juan Esteban de San Diego,m,WCA,S,2_to_9,,
849,Juan Felipe,m,creole,S,642,,
851,Juan Francisco,m,WCA,S,2_to_9,,
852,Juan Francisco,m,WA,S,1,,
854,Juan Francisco,m,creole,S,2_to_9,,
855,Juan Franco,m,creole,F,2_to_9,,
856,Juan Garcia,m,WCA,S,642,,
857,Juan Gonzalez,m,Non-Af,F,2_to_9,,
858,Juan Gutierrez,m,creole,S,1,,
859,Juan Hernandez,m,creole,S,1,,
860,Juan Hernandez,m,WA,F,2_to_9,,
861,Juan Hidalgo de Sierra,m,Non-Af,F,1,,
862,Juan Lopez,m,creole,F,1,,
863,Juan Lopez Galindo,m,creole,S,1,,
865,Juan Lucero,m,WCA,S,2_to_9,,
866,Juan Losero,m,WCA,S,2_to_9,,
867,Juan Luis,m,Non-Af,F,2_to_9,,
868,Juan Manuel,m,unkBlack,S,1,,
869,Juan Manuel,m,WCA,S,2_to_9,,
870,Juan Martin,m,WCA,S,1,,
871,Juan Martin,m,WCA,S,1,,
872,Juan Miguel,m,WCA,S,2_to_9,,
873,Juan Moreno,m,WA,S,1,,
874,Juan Navarro,m,Non-Af,F,1,,
875,Juan Pascual,m,WCA,S,1,,
876,Juan Tello,m,WA,F,1,,
877,Juana,f,WCA,S,642,,
878,Juana,f,WCA,S,642,,
879,Juana,f,WCA,S,1,,
880,Juana,f,WCA,S,1,,
881,Juana,f,WCA,S,120,,
882,Juana,f,WCA,S,1,,
883,Juana,f,WCA,S,2_to_9,,
884,Juana,f,WCA,S,642,,
885,Juana,f,creole,S,2_to_9,,
886,Juana,f,creole,F,2_to_9,,
887,Juana Cecilia,f,Non-Af,F,642,,
888,Juana de Aguilar,f,WCA,S,1,,
889,Juana de Aguirre,f,WCA,S,2_to_9,,
890,Juana de Alarcon,f,creole,S,1,,
891,Juana de Avila,f,Non-Af,F,1,,
892,Juana de Ayala,f,WCA,S,2_to_9,,
893,Juana de Jesus,f,WCA,S,2_to_9,,
894,Juana de la Cruz,f,WCA,S,1,,
895,Juana de la Cruz,f,WCA,S,642,,
896,Juana de la Cruz,f,Non-Af,F,2_to_9,,
897,Juana de la Encarnacion,f,creole,S,1,,
898,Juana de Los Angeles,f,creole,F,1,,
899,Juana de Medina,f,Non-Af,F,1,,
900,Juana de Ortega,f,creole,F,1,,
901,Juana de Rojas,f,creole,S,2_to_9,,
902,Juana de Sayavedra,f,Unk,F,1,,
903,Juana de Vellaneda,f,Non-Af,F,1,,
904,Juana Hurtado,f,creole,F,1,,
905,Juana Maria,f,Non-Af,F,2_to_9,,
906,Juliana,f,WCA,S,1,,
907,Juliana,f,WCA,S,2_to_9,,
908,Juliana,f,WCA,S,2_to_9,,
909,Juliana,f,WCA,S,1,,
910,Juliana,f,WCA,S,2_to_9,,
911,Juliana,f,WCA,S,1,,
912,Juliana de la Curz,f,WCA,S,1,,
913,Julio de la Cruz,m,WCA,S,2_to_9,,
914,Lazaro de Narvaez,m,unkBlack,F,1,,
915,Leonor,f,WCA,S,2_to_9,,
916,Leonor,f,WA,S,1,,
917,Leonor de Salamanca,f,creole,F,2_to_9,,
918,Lorenzo,m,WA,S,1,,
919,Lorenzo,m,WCA,S,1,,
920,Lorenzo Martin,m,WCA,S,1,,
921,Lorenzo Vecerra,m,Non-Af,F,1,,
922,Lucas,m,WCA,S,1,,
923,Lucas,m,WCA,S,2_to_9,,
925,Lucia,f,WCA,S,642,,
926,Lucia,f,WCA,S,642,,
927,Lucia,f,WCA,S,1,,
928,Lucia,f,WCA,S,642,,
929,Lucia,f,WCA,S,1,,
930,Lucia de la Concepcion,f,creole,F,1,,
931,Lucia de la Cruz,f,WCA,S,120,,
932,Lucia de la Cruz,f,WCA,S,642,,
933,Lucia de la Torres,f,WCA,S,642,,
934,Lucrecia,f,WCA,S,2_to_9,,
935,Lucrecia,f,WCA,S,1,,
936,Lucrecia,f,WCA,S,642,,
937,lucresia,f,WCA,S,2_to_9,,
938,Lucresia,f,WCA,S,642,,
939,Lucresia,f,unkBlack,S,120,,
940,Lucretia,f,WCA,S,2_to_9,,
941,Luis,m,WA,S,642,,
942,Luis,m,WCA,S,642,,
943,Luis,m,WCA,S,642,,
944,Luis,m,WCA,S,2_to_9,,
945,Luis,m,WCA,S,2_to_9,,
946,Luis,m,WCA,S,1,,
947,Luis,m,WCA,S,2_to_9,,
948,Luis,m,WCA,S,2_to_9,,
949,Luis,m,WCA,S,1,,
950,Luis Caballero,m,creole,S,1,,
951,Luis de Albornos,m,WA,S,1,,
952,Luis de Cuevas,m,creole,S,1,,
953,Luis de la Cruz,m,WCA,S,1,,
954,Luis de Luna,m,Non-Af,F,1,,
955,Luis de Manozca,m,WA,S,1,,
956,Luisa,f,WCA,S,642,,
957,Luisa,f,WCA,S,1,,
958,Luisa,f,WCA,S,2_to_9,,
959,Luisa,f,WCA,S,2_to_9,,
960,Luisa,f,WCA,S,1,,
961,Luisa,f,WCA,S,120,,
962,Luisa,f,WCA,S,120,,
963,Luisa,f,WCA,S,2_to_9,,
964,Luisa,f,WCA,S,642,,
